issue_d,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,total_acc,revol_bal,revol_util,loan_status,default_ind,age_of_loan_months,term_months,emp_length_num,emp_length_num_missing
2017-02-01,18000.0,12.74,C,C1,MORTGAGE,59875.0,Source Verified,credit_card,NM,21.41,0.0,0.0,9.0,27.0,23447.0,78.9,Current,0,23,60,9,0
2015-08-01,20000.0,12.69,C,C2,OWN,82000.0,Source Verified,debt_consolidation,IL,4.33,0.0,2.0,10.0,16.0,11738.0,50.2,Fully Paid,0,41,36,6,0
2017-08-01,12000.0,15.05,C,C4,MORTGAGE,45000.0,Verified,debt_consolidation,TX,26.41,0.0,1.0,4.0,14.0,11586.0,61.0,Charged Off,1,17,60,3,0
2016-03-01,7000.0,10.75,B,B4,RENT,53000.0,Source Verified,credit_card,CA,18.03,1.0,1.0,11.0,11.0,10729.0,27.6,Fully Paid,0,34,36,3,0
2015-04-01,25000.0,9.99,B,B3,RENT,112000.0,Source Verified,debt_consolidation,VA,11.31,1.0,0.0,10.0,26.0,9143.0,91.4,Fully Paid,0,45,36,6,0
2018-01-01,10000.0,16.02,C,C5,MORTGAGE,175000.0,Verified,credit_card,TX,26.26,0.0,2.0,13.0,32.0,29960.0,67.6,Fully Paid,0,12,36,10,0
2016-10-01,24950.0,13.99,C,C3,RENT,52000.0,Not Verified,credit_card,NY,27.05,0.0,0.0,10.0,15.0,23086.0,58.4,Charged Off,1,27,60,6,0
2018-05-01,16000.0,13.06,C,C1,MORTGAGE,48000.0,Source Verified,debt_consolidation,TX,36.73,0.0,1.0,16.0,54.0,6217.0,11.4,Current,0,8,60,10,0
2015-07-01,15000.0,7.26,A,A4,OWN,60000.0,Verified,debt_consolidation,NY,0.5,0.0,0.0,7.0,19.0,720.0,2.7,Fully Paid,0,42,36,3,0
2015-06-01,19800.0,18.25,E,E1,MORTGAGE,75000.0,Source Verified,home_improvement,CA,5.1,0.0,1.0,9.0,25.0,15142.0,35.6,Charged Off,1,43,60,8,0
2018-05-01,10000.0,14.52,C,C3,MORTGAGE,70000.0,Not Verified,debt_consolidation,OH,17.99,0.0,2.0,22.0,50.0,5868.0,21.8,Current,0,8,36,7,0
2015-06-01,2400.0,13.33,C,C3,MORTGAGE,61000.0,Not Verified,home_improvement,MD,21.99,0.0,0.0,16.0,38.0,32970.0,74.8,Fully Paid,0,43,36,10,0
2016-02-01,16000.0,11.47,B,B5,RENT,95000.0,Not Verified,debt_consolidation,NJ,13.18,0.0,0.0,7.0,22.0,16870.0,88.8,Fully Paid,0,35,36,5,0
2016-09-01,15000.0,6.99,A,A2,MORTGAGE,250000.0,Source Verified,debt_consolidation,MD,12.88,0.0,0.0,20.0,48.0,17006.0,38.6,Current,0,28,36,10,0
2015-12-01,18000.0,18.2,E,E1,RENT,50000.0,Verified,debt_consolidation,CA,17.29,0.0,1.0,12.0,27.0,11702.0,62.2,Fully Paid,0,37,60,5,0
2015-04-01,13375.0,16.99,D,D3,MORTGAGE,77000.0,Not Verified,home_improvement,MA,9.23,1.0,0.0,8.0,18.0,10140.0,54.0,Fully Paid,0,45,36,10,0
2018-08-01,10000.0,19.92,D,D3,MORTGAGE,200000.0,Source Verified,other,UT,7.43,3.0,0.0,12.0,19.0,11130.0,23.9,Current,0,5,36,10,0
2016-09-01,2800.0,10.99,B,B4,OWN,45000.0,Not Verified,debt_consolidation,NY,18.37,1.0,0.0,16.0,22.0,4609.0,26.0,Fully Paid,0,28,36,4,0
2015-07-01,11875.0,11.53,B,B5,OWN,76000.0,Source Verified,debt_consolidation,FL,13.04,2.0,0.0,5.0,12.0,12013.0,73.7,Fully Paid,0,42,36,2,0
2015-08-01,25000.0,9.17,B,B2,RENT,87000.0,Not Verified,debt_consolidation,CA,25.86,0.0,0.0,19.0,47.0,18053.0,55.5,Current,0,41,60,1,0
2017-07-01,17400.0,15.05,C,C4,MORTGAGE,60000.0,Not Verified,credit_card,MI,26.84,0.0,0.0,10.0,19.0,33969.0,80.9,Current,0,18,60,9,0
2015-04-01,6700.0,13.33,C,C3,RENT,36000.0,Verified,debt_consolidation,NY,14.4,0.0,0.0,4.0,8.0,5852.0,73.1,Fully Paid,0,45,36,0,0
2018-08-01,4800.0,10.08,B,B1,MORTGAGE,35360.0,Source Verified,debt_consolidation,CT,21.01,0.0,0.0,7.0,23.0,19474.0,59.0,Current,0,5,36,6,0
2017-05-01,19300.0,19.03,D,D3,RENT,48000.0,Source Verified,credit_card,CA,14.78,0.0,1.0,16.0,21.0,15486.0,64.0,Charged Off,1,20,60,0,0
2018-10-01,20000.0,6.11,A,A1,RENT,120000.0,Not Verified,credit_card,DE,8.79,0.0,0.0,8.0,11.0,22090.0,55.4,Current,0,3,36,4,0
2016-03-01,24000.0,15.31,C,C5,MORTGAGE,100000.0,Source Verified,home_improvement,CA,22.64,2.0,0.0,17.0,36.0,26183.0,84.7,Current,0,34,60,10,0
2018-02-01,2000.0,12.62,C,C1,RENT,49500.0,Not Verified,other,AL,19.98,0.0,1.0,22.0,30.0,5415.0,60.8,Current,0,11,36,10,1
2017-07-01,15000.0,15.05,C,C4,MORTGAGE,25000.0,Source Verified,debt_consolidation,MO,29.09,0.0,0.0,9.0,22.0,9199.0,29.8,Fully Paid,0,18,60,0,0
2018-09-01,5000.0,11.55,B,B4,MORTGAGE,65000.0,Source Verified,home_improvement,AL,23.86,0.0,0.0,12.0,51.0,489.0,2.0,Current,0,4,36,9,0
2018-03-01,36000.0,15.04,C,C4,RENT,85000.0,Source Verified,debt_consolidation,TN,2.27,0.0,0.0,5.0,18.0,0.0,0.0,Current,0,10,60,1,0
2018-06-01,13000.0,11.05,B,B4,RENT,91000.0,Source Verified,credit_card,MD,25.94,0.0,0.0,14.0,30.0,12162.0,71.1,Current,0,7,36,10,0
2016-05-01,9600.0,8.39,B,B1,MORTGAGE,71000.0,Source Verified,major_purchase,GA,24.07,4.0,0.0,24.0,43.0,10497.0,29.2,Fully Paid,0,32,36,8,0
2016-03-01,8000.0,17.27,D,D2,MORTGAGE,205000.0,Verified,home_improvement,CA,22.48,0.0,2.0,20.0,61.0,14728.0,16.6,Charged Off,1,34,36,6,0
2016-06-01,7200.0,9.75,B,B3,MORTGAGE,45000.0,Verified,debt_consolidation,FL,16.72,0.0,1.0,8.0,17.0,4575.0,30.9,Fully Paid,0,31,36,10,0
2015-12-01,15075.0,7.89,A,A5,RENT,65000.0,Source Verified,debt_consolidation,VA,22.1,0.0,0.0,8.0,26.0,10150.0,63.4,Fully Paid,0,37,36,5,0
2017-10-01,7000.0,9.44,B,B1,MORTGAGE,89000.0,Not Verified,home_improvement,TN,14.61,0.0,0.0,13.0,29.0,8397.0,37.7,Current,0,15,36,0,0
2018-03-01,5600.0,10.41,B,B3,RENT,31200.0,Verified,debt_consolidation,CA,18.85,1.0,1.0,17.0,26.0,2282.0,5.0,Current,0,10,36,9,0
2016-12-01,10000.0,12.74,C,C1,RENT,60000.0,Source Verified,debt_consolidation,UT,17.2,1.0,2.0,12.0,16.0,5620.0,33.9,Fully Paid,0,25,36,2,0
2018-01-01,7775.0,20.0,D,D4,MORTGAGE,20945.0,Not Verified,home_improvement,IL,24.47,0.0,0.0,8.0,16.0,17244.0,66.1,Current,0,12,36,7,0
2018-02-01,6500.0,13.59,C,C2,OWN,51000.0,Not Verified,credit_card,MN,34.35,1.0,1.0,12.0,22.0,7890.0,24.1,Current,0,11,36,10,0
2015-11-01,6000.0,9.99,B,B3,RENT,64000.0,Verified,debt_consolidation,NC,15.98,0.0,2.0,21.0,60.0,8628.0,16.4,Charged Off,1,38,36,10,1
2017-11-01,29000.0,14.08,C,C3,RENT,148000.0,Not Verified,debt_consolidation,CA,12.46,0.0,0.0,20.0,29.0,21100.0,59.4,Fully Paid,0,14,60,7,0
2015-04-01,5000.0,9.17,B,B2,RENT,30000.0,Not Verified,debt_consolidation,AZ,2.56,0.0,0.0,7.0,7.0,2742.0,7.3,Charged Off,1,45,36,0,0
2015-08-01,35000.0,21.99,F,F1,MORTGAGE,110000.0,Verified,debt_consolidation,LA,20.11,1.0,2.0,10.0,24.0,3013.0,24.9,Charged Off,1,41,60,5,0
2016-06-01,12000.0,10.99,B,B4,OWN,43000.0,Verified,credit_card,NV,30.39,0.0,0.0,10.0,20.0,15632.0,43.5,Current,0,31,36,3,0
2016-05-01,18600.0,11.47,B,B5,MORTGAGE,60000.0,Source Verified,debt_consolidation,IN,29.72,0.0,1.0,15.0,30.0,20907.0,60.4,Fully Paid,0,32,36,8,0
2017-09-01,24000.0,19.03,D,D3,OWN,59000.0,Not Verified,credit_card,TX,46.2,0.0,0.0,15.0,31.0,20066.0,54.2,Current,0,16,60,0,0
2017-02-01,3000.0,13.49,C,C2,MORTGAGE,36000.0,Source Verified,debt_consolidation,NH,29.77,0.0,0.0,11.0,18.0,2827.0,34.9,Fully Paid,0,23,36,10,0
2018-06-01,7000.0,7.46,A,A4,RENT,75000.0,Verified,small_business,FL,16.69,0.0,0.0,16.0,24.0,15637.0,39.3,Current,0,7,36,10,0
2015-01-01,20400.0,7.49,A,A4,MORTGAGE,120000.0,Source Verified,debt_consolidation,CO,14.01,2.0,0.0,12.0,28.0,11026.0,18.3,Fully Paid,0,48,36,10,0
2015-07-01,20000.0,12.29,C,C1,MORTGAGE,62000.0,Source Verified,debt_consolidation,NY,31.13,0.0,0.0,11.0,21.0,26708.0,77.0,Fully Paid,0,42,36,10,0
2018-02-01,18000.0,10.9,B,B4,RENT,74000.0,Not Verified,debt_consolidation,AZ,22.8,0.0,0.0,11.0,36.0,21153.0,25.8,Current,0,11,36,6,0
2016-07-01,21050.0,16.99,D,D1,MORTGAGE,92000.0,Not Verified,debt_consolidation,OK,9.82,1.0,0.0,10.0,18.0,12780.0,69.1,Fully Paid,0,30,60,10,0
2015-12-01,15000.0,9.76,B,B3,MORTGAGE,120000.0,Source Verified,debt_consolidation,CO,22.94,0.0,0.0,14.0,23.0,101368.90000000014,68.7,Fully Paid,0,37,60,3,0
2018-02-01,36000.0,11.99,B,B5,MORTGAGE,90000.0,Source Verified,credit_card,CA,28.32,0.0,1.0,17.0,29.0,32436.0,46.7,Fully Paid,0,11,36,0,0
2015-12-01,35000.0,7.26,A,A4,MORTGAGE,169000.0,Source Verified,credit_card,NC,9.32,0.0,1.0,13.0,40.0,32958.0,68.0,Fully Paid,0,37,36,10,0
2015-09-01,8400.0,8.18,B,B1,MORTGAGE,115000.0,Not Verified,home_improvement,IL,13.59,0.0,1.0,14.0,29.0,12491.0,45.9,Fully Paid,0,40,36,10,0
2016-06-01,7800.0,9.49,B,B2,RENT,60000.0,Source Verified,debt_consolidation,OH,16.7,0.0,1.0,9.0,14.0,6077.0,44.0,Fully Paid,0,31,36,4,0
2016-08-01,8500.0,8.59,A,A5,RENT,65000.0,Source Verified,credit_card,UT,17.58,0.0,0.0,28.0,47.0,9837.0,66.0,Current,0,29,36,6,0
2016-11-01,22275.0,27.49,F,F3,MORTGAGE,61908.0,Verified,debt_consolidation,FL,33.2,1.0,0.0,19.0,24.0,29915.0,83.0,Fully Paid,0,26,60,6,0
2016-08-01,10000.0,11.49,B,B5,MORTGAGE,41000.0,Source Verified,debt_consolidation,PA,22.98,1.0,0.0,16.0,36.0,7158.0,47.4,Fully Paid,0,29,36,4,0
2016-06-01,2400.0,10.99,B,B4,OWN,75000.0,Not Verified,debt_consolidation,NJ,19.76,0.0,1.0,12.0,19.0,25251.0,55.6,Charged Off,1,31,36,10,0
2017-08-01,9600.0,7.21,A,A3,MORTGAGE,35280.0,Verified,home_improvement,GA,14.46,0.0,0.0,8.0,12.0,3592.0,29.0,Current,0,17,36,6,0
2017-08-01,36000.0,16.02,C,C5,MORTGAGE,125000.0,Source Verified,debt_consolidation,SC,19.08,0.0,1.0,7.0,16.0,25152.0,97.5,Charged Off,1,17,60,0,0
2015-06-01,18000.0,6.24,A,A2,RENT,38400.0,Verified,credit_card,NC,28.94,0.0,0.0,10.0,29.0,18439.0,27.4,Fully Paid,0,43,36,10,1
2017-03-01,9000.0,5.32,A,A1,MORTGAGE,72000.0,Not Verified,debt_consolidation,FL,17.87,0.0,0.0,7.0,32.0,4909.0,23.2,Fully Paid,0,22,36,2,0
2016-04-01,8625.0,22.45,E,E5,MORTGAGE,63000.0,Source Verified,debt_consolidation,TX,32.74,0.0,0.0,8.0,8.0,19398.0,73.2,Current,0,33,36,1,0
2015-03-01,19200.0,12.69,C,C2,RENT,66300.0,Verified,credit_card,TX,22.71,1.0,0.0,7.0,21.0,34629.0,86.7,Charged Off,1,46,36,10,0
2016-05-01,32350.0,20.75,E,E2,MORTGAGE,53000.0,Verified,debt_consolidation,NC,10.6,0.0,1.0,13.0,17.0,6151.0,28.3,Fully Paid,0,32,60,10,0
2017-05-01,20000.0,27.49,F,F4,MORTGAGE,103000.0,Source Verified,debt_consolidation,NC,20.77,0.0,0.0,10.0,42.0,31650.0,77.6,Fully Paid,0,20,60,10,0
2016-11-01,8000.0,11.49,B,B5,RENT,40000.0,Source Verified,debt_consolidation,ME,14.01,0.0,0.0,6.0,7.0,7117.0,70.5,Current,0,26,36,3,0
2018-08-01,10000.0,16.91,C,C5,OWN,56000.0,Verified,debt_consolidation,AL,31.85,0.0,0.0,6.0,13.0,6366.0,74.9,Current,0,5,36,10,0
2018-03-01,10000.0,13.58,C,C2,RENT,104000.0,Not Verified,credit_card,CA,23.34,0.0,0.0,8.0,46.0,28060.0,70.2,Current,0,10,36,4,0
2016-03-01,1500.0,20.75,E,E2,RENT,28488.0,Verified,other,CA,16.34,0.0,0.0,6.0,11.0,4452.0,61.0,Fully Paid,0,34,36,10,1
2015-09-01,8825.0,19.19,E,E3,RENT,27580.8,Verified,other,MD,22.21,0.0,0.0,5.0,9.0,3658.0,77.8,Charged Off,1,40,36,2,0
2018-10-01,20000.0,19.92,D,D3,RENT,50000.0,Verified,debt_consolidation,TX,41.05,0.0,1.0,6.0,19.0,24.0,4.0,Current,0,3,60,8,0
2016-05-01,5600.0,7.39,A,A4,OWN,96200.0,Verified,debt_consolidation,IL,19.39,0.0,1.0,9.0,19.0,67633.0,67.5,Current,0,32,36,2,0
2016-12-01,7000.0,13.99,C,C3,RENT,50000.0,Source Verified,other,TX,10.9,0.0,0.0,7.0,10.0,5237.0,64.7,Current,0,25,36,2,0
2017-11-01,20000.0,16.02,C,C5,MORTGAGE,83000.0,Source Verified,debt_consolidation,SC,28.93,2.0,0.0,19.0,35.0,17071.0,62.3,Current,0,14,60,10,1
2018-04-01,20000.0,9.43,B,B1,MORTGAGE,70000.0,Source Verified,credit_card,MA,12.48,0.0,0.0,5.0,19.0,6517.0,79.5,Current,0,9,36,1,0
2017-03-01,24000.0,11.49,B,B5,MORTGAGE,77000.0,Source Verified,debt_consolidation,PA,20.89,1.0,0.0,6.0,12.0,13655.0,85.3,Fully Paid,0,22,36,10,0
2018-10-01,16000.0,11.55,B,B4,MORTGAGE,82600.0,Source Verified,credit_card,OK,25.21,0.0,0.0,12.0,15.0,16116.0,70.7,Current,0,3,36,5,0
2016-05-01,15000.0,10.75,B,B4,RENT,68700.0,Verified,debt_consolidation,CA,16.63,0.0,1.0,10.0,25.0,8742.0,52.7,Charged Off,1,32,60,10,0
2017-11-01,15000.0,6.72,A,A3,MORTGAGE,66000.0,Verified,home_improvement,TN,17.04,0.0,1.0,23.0,47.0,2315.0,5.5,Current,0,14,36,10,0
2017-11-01,14000.0,15.05,C,C4,MORTGAGE,79500.0,Not Verified,home_improvement,DC,10.34,0.0,1.0,9.0,36.0,29371.0,69.1,Current,0,14,60,10,0
2016-04-01,26050.0,20.75,E,E2,OWN,75500.0,Not Verified,debt_consolidation,PA,26.61,0.0,0.0,10.0,14.0,9238.0,70.5,Fully Paid,0,33,60,10,0
2018-05-01,40000.0,9.43,B,B1,MORTGAGE,156000.0,Verified,debt_consolidation,CO,32.58,0.0,0.0,10.0,25.0,34593.0,66.7,Current,0,8,36,10,0
2015-11-01,10000.0,11.49,B,B5,RENT,51500.0,Verified,debt_consolidation,IL,31.32,0.0,1.0,10.0,28.0,7484.0,48.0,Fully Paid,0,38,36,10,0
2018-05-01,10000.0,15.04,C,C4,RENT,63000.0,Source Verified,other,TN,28.04,0.0,1.0,11.0,33.0,7097.0,46.7,Current,0,8,36,0,0
2017-08-01,15000.0,15.05,C,C4,OWN,75000.0,Not Verified,debt_consolidation,NC,16.02,0.0,1.0,12.0,23.0,5738.0,10.4,Current,0,17,60,10,0
2016-03-01,10925.0,14.46,C,C4,RENT,62400.0,Source Verified,debt_consolidation,FL,10.33,2.0,0.0,12.0,18.0,3871.0,34.9,Current,0,34,36,2,0
2015-07-01,25000.0,22.99,F,F2,MORTGAGE,86000.0,Not Verified,debt_consolidation,NY,20.75,1.0,0.0,18.0,30.0,15993.0,63.4,Fully Paid,0,42,60,4,0
2017-08-01,6000.0,12.62,C,C1,MORTGAGE,25000.0,Source Verified,debt_consolidation,AR,16.9,1.0,2.0,8.0,24.0,5852.0,29.9,Charged Off,1,17,36,3,0
2016-07-01,18000.0,14.49,C,C4,MORTGAGE,41080.0,Verified,credit_card,MI,21.65,0.0,2.0,10.0,15.0,13415.0,51.0,Fully Paid,0,30,36,10,0
2017-07-01,16800.0,17.09,D,D1,RENT,59859.0,Not Verified,debt_consolidation,VA,23.26,4.0,0.0,8.0,33.0,12828.0,93.0,Current,0,18,60,10,0
2018-09-01,16000.0,7.21,A,A3,MORTGAGE,114000.0,Not Verified,credit_card,IL,6.48,0.0,0.0,18.0,28.0,3248.0,8.2,Fully Paid,0,4,36,2,0
2016-03-01,8000.0,12.99,C,C2,MORTGAGE,77000.0,Source Verified,debt_consolidation,WI,7.96,1.0,2.0,9.0,43.0,7807.0,40.9,Current,0,34,36,0,0
2017-01-01,20000.0,15.99,C,C5,RENT,240000.0,Source Verified,other,NY,3.87,0.0,0.0,15.0,23.0,9281.0,92.8,Fully Paid,0,24,60,1,0
2017-10-01,24000.0,27.49,F,F3,RENT,35000.0,Source Verified,debt_consolidation,CT,42.08,0.0,0.0,12.0,23.0,11787.0,30.9,Charged Off,1,15,60,4,0
2018-02-01,8000.0,9.93,B,B2,RENT,38000.0,Source Verified,home_improvement,TX,47.95,0.0,0.0,21.0,29.0,18580.0,38.9,Current,0,11,36,3,0
2015-04-01,5275.0,5.93,A,A1,MORTGAGE,120000.0,Not Verified,major_purchase,NV,24.42,0.0,0.0,9.0,22.0,9977.0,21.7,Fully Paid,0,45,36,10,0
2017-09-01,25000.0,11.99,B,B5,RENT,106000.0,Not Verified,credit_card,UT,4.85,0.0,0.0,8.0,31.0,15086.0,19.0,Current,0,16,36,3,0
2017-11-01,13000.0,10.42,B,B3,MORTGAGE,44000.0,Source Verified,credit_card,WI,17.05,0.0,1.0,7.0,12.0,3790.0,20.6,Current,0,14,60,2,0
2017-01-01,16000.0,13.99,C,C3,MORTGAGE,75000.0,Source Verified,debt_consolidation,NV,3.14,0.0,0.0,4.0,10.0,7427.0,92.8,Fully Paid,0,24,36,0,0
2017-05-01,7000.0,13.59,C,C2,MORTGAGE,40500.0,Source Verified,home_improvement,FL,10.16,0.0,0.0,4.0,6.0,1315.0,43.8,Current,0,20,36,5,0
2018-03-01,36000.0,9.92,B,B2,RENT,0.0,Not Verified,credit_card,NV,18.12,0.0,0.0,17.0,39.0,20135.0,27.2,Current,0,10,60,10,1
2018-11-01,14000.0,8.19,A,A4,MORTGAGE,95000.0,Not Verified,debt_consolidation,CT,12.47,0.0,0.0,6.0,20.0,10868.0,41.3,Current,0,2,36,10,0
2016-04-01,20000.0,12.99,C,C2,RENT,89000.0,Verified,debt_consolidation,NV,32.97,1.0,1.0,10.0,27.0,22399.0,65.1,Current,0,33,36,10,0
2015-07-01,4500.0,16.55,D,D2,RENT,41000.0,Verified,debt_consolidation,DE,20.02,0.0,1.0,8.0,15.0,3417.0,85.4,Fully Paid,0,42,36,8,0
2015-05-01,12600.0,6.89,A,A3,MORTGAGE,75000.0,Source Verified,debt_consolidation,TX,18.4,0.0,1.0,9.0,25.0,3191.0,25.9,Fully Paid,0,44,36,4,0
2016-10-01,8800.0,12.74,C,C1,RENT,35000.0,Not Verified,debt_consolidation,MO,21.3,0.0,0.0,11.0,17.0,9120.0,54.6,Late (31-120 days),1,27,36,2,0
2018-05-01,4000.0,15.49,C,C4,RENT,25000.0,Source Verified,debt_consolidation,CA,11.76,0.0,0.0,5.0,6.0,6687.0,82.6,Current,0,8,36,4,0
2015-11-01,28800.0,16.55,D,D2,RENT,64000.0,Verified,debt_consolidation,HI,27.0,1.0,0.0,11.0,20.0,17128.0,69.0,Current,0,38,60,0,0
2015-07-01,3000.0,12.29,C,C1,MORTGAGE,36000.0,Not Verified,medical,TX,16.07,0.0,0.0,16.0,24.0,12180.0,35.8,Fully Paid,0,42,36,10,0
2017-11-01,12000.0,17.09,D,D1,RENT,57000.0,Not Verified,debt_consolidation,FL,25.12,0.0,1.0,11.0,27.0,6803.0,33.2,Fully Paid,0,14,36,5,0
2018-09-01,4000.0,18.94,D,D2,OWN,10000.0,Verified,credit_card,MI,28.57,0.0,1.0,10.0,15.0,6707.0,24.8,Current,0,4,36,7,0
2017-08-01,10000.0,5.32,A,A1,RENT,85000.0,Not Verified,credit_card,TX,10.97,0.0,0.0,6.0,21.0,8083.0,41.2,Current,0,17,36,2,0
2018-05-01,20000.0,5.31,A,A1,MORTGAGE,279000.0,Source Verified,credit_card,NC,23.31,0.0,0.0,18.0,37.0,101368.90000000014,88.7,Current,0,8,36,10,0
2015-05-01,14000.0,11.53,B,B5,OWN,45000.0,Source Verified,debt_consolidation,AZ,7.47,0.0,0.0,8.0,24.0,8767.0,39.6,Charged Off,1,44,60,3,0
2016-11-01,8000.0,14.99,C,C4,RENT,28000.0,Not Verified,credit_card,CT,32.36,0.0,0.0,16.0,31.0,19433.0,86.8,Current,0,26,36,5,0
2016-10-01,10000.0,13.49,C,C2,MORTGAGE,90000.0,Source Verified,credit_card,CO,14.84,0.0,0.0,10.0,18.0,15428.0,73.8,Current,0,27,36,10,0
2018-05-01,4000.0,6.71,A,A3,RENT,19000.0,Source Verified,debt_consolidation,FL,11.05,0.0,0.0,4.0,4.0,3870.0,19.2,Fully Paid,0,8,36,7,0
2016-05-01,18000.0,7.89,A,A5,RENT,100000.0,Source Verified,debt_consolidation,CA,30.53,0.0,0.0,12.0,23.0,17911.0,69.7,Current,0,32,36,9,0
2015-07-01,24000.0,7.26,A,A4,MORTGAGE,120000.0,Not Verified,debt_consolidation,NY,6.34,0.0,0.0,7.0,14.0,34505.0,56.4,Fully Paid,0,42,36,10,0
2017-11-01,11400.0,21.45,D,D5,MORTGAGE,40000.0,Verified,debt_consolidation,NY,21.75,1.0,1.0,5.0,41.0,2791.0,93.0,Fully Paid,0,14,36,10,0
2015-01-01,3000.0,18.54,E,E1,RENT,85000.0,Verified,small_business,NY,25.26,0.0,1.0,30.0,61.0,57363.0,88.4,Charged Off,1,48,36,6,0
2018-05-01,20000.0,18.45,D,D2,OWN,55000.0,Source Verified,debt_consolidation,TX,33.8,0.0,0.0,13.0,34.0,14638.0,73.6,Current,0,8,60,10,0
2016-04-01,17000.0,10.75,B,B4,RENT,70000.0,Verified,debt_consolidation,OH,8.93,0.0,1.0,5.0,11.0,281.0,8.8,Charged Off,1,33,36,1,0
2015-12-01,9000.0,9.17,B,B2,MORTGAGE,40000.0,Verified,credit_card,CO,16.65,1.0,0.0,4.0,20.0,11106.0,87.4,Charged Off,1,37,36,1,0
2018-04-01,3000.0,21.85,D,D5,OWN,45000.0,Verified,credit_card,NY,24.85,1.0,0.0,7.0,24.0,14550.0,60.4,Current,0,9,36,5,0
2015-05-01,8500.0,16.99,D,D3,MORTGAGE,55000.0,Verified,debt_consolidation,RI,23.09,0.0,2.0,18.0,43.0,7172.0,53.1,Charged Off,1,44,36,10,0
2015-07-01,15000.0,8.18,B,B1,RENT,87000.0,Source Verified,vacation,CA,29.67,0.0,0.0,8.0,20.0,24686.0,68.2,Charged Off,1,42,36,4,0
2018-10-01,15000.0,20.89,D,D4,RENT,130000.0,Not Verified,debt_consolidation,RI,16.82,0.0,2.0,30.0,58.0,25298.0,39.0,Current,0,3,60,5,0
2018-10-01,10000.0,10.08,B,B1,MORTGAGE,175000.0,Not Verified,debt_consolidation,TN,17.86,2.0,0.0,8.0,20.0,6943.0,92.6,Current,0,3,36,3,0
2018-12-01,12000.0,15.02,C,C3,MORTGAGE,60000.0,Not Verified,debt_consolidation,FL,27.24,0.0,1.0,10.0,30.0,15805.0,77.1,Current,0,1,60,10,0
2015-08-01,28800.0,7.89,A,A5,RENT,149000.0,Verified,debt_consolidation,CA,21.73,0.0,3.0,30.0,56.0,22923.0,39.9,Fully Paid,0,41,36,5,0
2017-09-01,20000.0,27.49,G,G5,RENT,50000.0,Verified,debt_consolidation,NY,25.06,0.0,1.0,2.0,4.0,392.0,49.0,Charged Off,1,16,60,0,0
2016-09-01,6000.0,12.79,C,C1,MORTGAGE,77600.0,Verified,home_improvement,OH,29.65,0.0,0.0,13.0,17.0,9374.0,46.6,Fully Paid,0,28,36,10,0
2018-12-01,5000.0,7.56,A,A3,MORTGAGE,120000.0,Verified,other,CA,11.36,0.0,0.0,11.0,31.0,21231.0,42.5,Current,0,1,36,2,0
2017-01-01,3200.0,5.32,A,A1,OWN,52000.0,Not Verified,other,FL,10.85,1.0,0.0,6.0,17.0,6647.0,36.7,Current,0,24,36,10,0
2018-08-01,35000.0,8.46,A,A5,MORTGAGE,170000.0,Source Verified,debt_consolidation,MI,16.57,0.0,1.0,12.0,43.0,27068.0,65.1,Current,0,5,36,10,0
2018-04-01,25000.0,10.9,B,B4,MORTGAGE,52000.0,Not Verified,home_improvement,FL,21.02,0.0,0.0,13.0,23.0,1060.0,3.8,Current,0,9,60,10,0
2015-05-01,12000.0,12.69,C,C2,MORTGAGE,75000.0,Not Verified,debt_consolidation,PA,19.12,0.0,0.0,14.0,47.0,18761.0,72.2,Fully Paid,0,44,60,1,0
2015-05-01,10700.0,15.61,D,D1,RENT,33600.0,Source Verified,debt_consolidation,WA,23.4,0.0,1.0,9.0,12.0,17113.0,66.6,Fully Paid,0,44,36,10,1
2018-12-01,40000.0,8.19,A,A4,RENT,82000.0,Source Verified,debt_consolidation,IL,19.38,0.0,0.0,10.0,22.0,42599.0,63.6,Current,0,1,60,2,0
2016-03-01,7800.0,9.75,B,B3,MORTGAGE,32000.0,Not Verified,debt_consolidation,MI,20.97,0.0,0.0,14.0,54.0,3430.0,18.3,Fully Paid,0,34,36,0,0
2017-11-01,16000.0,11.99,B,B5,RENT,112000.0,Not Verified,credit_card,CA,12.75,0.0,1.0,14.0,34.0,24309.0,61.4,Fully Paid,0,14,36,10,0
2017-10-01,24375.0,25.82,E,E4,OWN,53000.0,Source Verified,debt_consolidation,AL,11.12,0.0,2.0,8.0,32.0,15718.0,71.2,Charged Off,1,15,60,2,0
2016-06-01,40000.0,11.47,B,B5,MORTGAGE,104000.0,Verified,medical,PA,8.57,0.0,2.0,8.0,13.0,5275.0,14.6,Current,0,31,36,9,0
2015-01-01,4800.0,6.49,A,A2,MORTGAGE,40500.0,Not Verified,debt_consolidation,MO,22.99,0.0,0.0,19.0,30.0,6163.0,12.2,Fully Paid,0,48,36,10,0
2016-11-01,3000.0,10.49,B,B2,MORTGAGE,13200.0,Verified,debt_consolidation,OH,18.09,0.0,1.0,13.0,30.0,4226.0,66.0,Current,0,26,36,10,1
2018-10-01,6000.0,13.56,C,C1,RENT,20000.0,Source Verified,other,SC,0.06,0.0,0.0,5.0,10.0,1.0,0.0,Current,0,3,36,6,0
